time,G(i),H_sun,T2m,WS10m,Int
20201101:0611,0,0,6.68,8.07,0
20201101:0711,0,0,7.72,8.41,0
20201101:0811,32.77,5.89,9.05,8.21,0
20201101:0911,12.57,12.02,10.3,8.07,0
20201101:1011,177.4,16.6,10.13,8.76,0
20201101:1111,377.56,19.25,9.5,8.97,0
20201101:1211,862.59,19.7,9.68,8.9,0
20201101:1311,46.08,17.92,9.82,8.41,0
20201101:1411,29.33,14.08,9.72,7.79,0
20201101:1511,19.75,8.52,9.7,8.9,0
20201101:1611,0,0,9.62,8.41,0
20201101:1711,0,0,9.84,8,0
20201101:1811,0,0,9.88,7.24,0
20201101:1911,0,0,9.85,5.66,0
20201101:2011,0,0,9.88,3.93,0
20201101:2111,0,0,9.8,3.03,0
20201101:2211,0,0,9.89,3.86,0
20201101:2311,0,0,9.41,5.03,0
20201102:0011,0,0,8.48,4.97,0
20201102:0111,0,0,8.06,4.76,0
20201102:0211,0,0,7.78,4.9,0
20201102:0311,0,0,7.6,5.24,0
20201102:0411,0,0,7.3,5.59,0
20201102:0511,0,0,7.41,5.86,0
20201102:0611,0,0,7.36,6,0
20201102:0711,0,0,7.21,6,0
20201102:0811,32.27,5.61,6.87,5.66,0
20201102:0911,344.65,11.73,7.04,5.45,0
20201102:1011,132.64,16.29,7.55,5.03,0
20201102:1111,370.09,18.93,7.94,5.24,0
20201102:1211,233.7,19.39,8.3,5.38,0
20201102:1311,386.39,17.61,8.41,5.38,0
20201102:1411,164.86,13.78,8.31,4.9,0
20201102:1511,300.94,8.24,8.05,4.41,0
20201102:1611,0,0,7.48,4,0
20201102:1711,0,0,6.97,4.07,0
20201102:1811,0,0,6.59,4.28,0
20201102:1911,0,0,6.67,4.07,0
20201102:2011,0,0,6.49,4.34,0
20201102:2111,0,0,6.3,4.76,0
20201102:2211,0,0,6.14,5.03,0
20201102:2311,0,0,5.9,5.79,0
20201103:0011,0,0,4.83,7.1,0
20201103:0111,0,0,3.97,7.45,0
20201103:0211,0,0,4.22,7.17,0
20201103:0311,0,0,4.18,6.62,0
20201103:0411,0,0,4.01,6.48,0
20201103:0511,0,0,3.82,6.34,0
20201103:0611,0,0,3.84,6.28,0
20201103:0711,0,0,4.42,6.21,0
20201103:0811,9.58,5.33,4.42,5.66,0
20201103:0911,30.52,11.43,4.62,5.31,0
20201103:1011,128.55,15.98,5.15,4.97,0
20201103:1111,34.11,18.62,5.72,4.55,0
20201103:1211,147.38,19.07,6.09,4.76,0
20201103:1311,573.24,17.3,6.39,4.9,0
20201103:1411,358.33,13.48,6.47,4.69,0
20201103:1511,74.36,7.96,6.51,5.03,0
20201103:1611,0,0,6.22,5.38,0
20201103:1711,0,0,5.67,5.45,0
20201103:1811,0,0,5.25,5.52,0
20201103:1911,0,0,4.74,5.17,0
20201103:2011,0,0,4.51,5.1,0
20201103:2111,0,0,4.36,5.1,0
20201103:2211,0,0,4.3,5.17,0
20201103:2311,0,0,4.32,5.31,0
20201104:0011,0,0,4.41,5.52,0
20201104:0111,0,0,4.66,5.79,0
20201104:0211,0,0,4.88,5.93,0
20201104:0311,0,0,5.03,5.86,0
20201104:0411,0,0,5.01,5.45,0
20201104:0511,0,0,4.93,4.76,0
20201104:0611,0,0,4.77,4.34,0
20201104:0711,0,0,5.15,4.62,0
20201104:0811,119.72,5.05,5.23,4.28,0
20201104:0911,422.95,11.14,5.72,4.34,0
20201104:1011,309.7,15.68,6.74,4.41,0
20201104:1111,730.28,18.31,7.61,4.76,0
20201104:1211,389.34,18.76,8.1,4.69,0
20201104:1311,710.45,17,8.36,4.28,0
20201104:1411,216.46,13.19,8.53,4,0
20201104:1511,115.14,7.68,8.3,3.45,0
20201104:1611,0,0,7.64,3.24,0
20201104:1711,0,0,7.12,3.52,0
20201104:1811,0,0,6.55,3.93,0
20201104:1911,0,0,6.35,4.69,0
20201104:2011,0,0,6.65,4.97,0
20201104:2111,0,0,6.77,5.17,0
20201104:2211,0,0,6.68,5.52,0
20201104:2311,0,0,7.06,5.72,0
20201105:0011,0,0,7.4,5.86,0
20201105:0111,0,0,8.3,6.28,0
20201105:0211,0,0,8.68,6.48,0
20201105:0311,0,0,8.94,6.48,0
20201105:0411,0,0,9.22,6.34,0
20201105:0511,0,0,9.46,6.07,0
20201105:0611,0,0,9.76,5.86,0
20201105:0711,0,0,9.6,5.24,0
20201105:0811,9.58,4.77,9.92,5.03,0
20201105:0911,39.09,10.85,10.17,4.69,0
20201105:1011,268.54,15.38,10.69,4.9,0
20201105:1111,63.05,18,11.27,5.03,0
20201105:1211,546.73,18.45,11.4,4.83,0
20201105:1311,342.12,16.7,11.6,4.9,0
20201105:1411,508.29,12.9,11.6,4.97,0
20201105:1511,169.68,7.41,11.25,4.62,0
20201105:1611,0,0,10.71,4.48,0
20201105:1711,0,0,9.96,4.41,0
20201105:1811,0,0,9.63,4.48,0
20201105:1911,0,0,9.02,4.76,0
20201105:2011,0,0,8.56,4.55,0
20201105:2111,0,0,8.03,4.34,0
20201105:2211,0,0,7.79,4.14,0
20201105:2311,0,0,7.58,3.93,0
20201106:0011,0,0,7.48,3.52,0
20201106:0111,0,0,7.19,2.9,0
20201106:0211,0,0,6.97,2.48,0
20201106:0311,0,0,6.49,2.34,0
20201106:0411,0,0,6.32,2.28,0
20201106:0511,0,0,6.28,2.14,0
20201106:0611,0,0,5.93,2.07,0
20201106:0711,0,0,5.79,1.93,0
20201106:0811,70.08,4.49,5.65,1.52,0
20201106:0911,366.8,10.56,5.88,1.24,0
20201106:1011,542.51,15.08,7.11,0.97,0
20201106:1111,720.99,17.7,7.99,1.17,0
20201106:1211,747.13,18.15,9.01,1.59,0
20201106:1311,700.8,16.4,9.52,2,0
20201106:1411,528.84,12.62,9.77,2.21,0
20201106:1511,168.21,7.14,9.46,2.21,0
20201106:1611,0,0,8.78,2.34,0
20201106:1711,0,0,8.07,2.48,0
20201106:1811,0,0,7.42,2.34,0
20201106:1911,0,0,6.5,2.07,0
20201106:2011,0,0,5.86,2.14,0
20201106:2111,0,0,5.38,2.14,0
20201106:2211,0,0,4.86,2.14,0
20201106:2311,0,0,4.41,2.21,0
20201107:0011,0,0,3.84,2.21,0
20201107:0111,0,0,3.11,2.14,0
20201107:0211,0,0,2.45,2,0
20201107:0311,0,0,1.76,1.86,0
20201107:0411,0,0,1.27,1.66,0
20201107:0511,0,0,1.18,1.79,0
20201107:0611,0,0,0.83,1.72,0
20201107:0711,0,0,0.24,1.24,0
20201107:0811,73.78,4.22,-0.05,1.24,0
20201107:0911,444.79,10.27,1.53,0.9,0
20201107:1011,554.49,14.79,3.19,0.9,0
20201107:1111,792.66,17.4,4.78,0.62,0
20201107:1211,772.18,17.85,6.28,0.34,0
20201107:1311,726.81,16.11,7.07,0.83,0
20201107:1411,425.75,12.35,7.28,1.17,0
20201107:1511,136.29,6.88,6.94,1.38,0
20201107:1611,0,0,6.3,1.59,0
20201107:1711,0,0,5.4,1.52,0
20201107:1811,0,0,4.35,1.45,0
20201107:1911,0,0,3.98,1.52,0
20201107:2011,0,0,3.59,1.72,0
20201107:2111,0,0,3.6,1.79,0
20201107:2211,0,0,3.92,1.72,0
20201107:2311,0,0,4.14,1.72,0
20201108:0011,0,0,4.28,1.72,0
20201108:0111,0,0,4.52,1.86,0
20201108:0211,0,0,4.89,2,0
20201108:0311,0,0,5.45,2.14,0
20201108:0411,0,0,5.71,2.41,0
20201108:0511,0,0,6.19,2.55,0
20201108:0611,0,0,6.58,2.83,0
20201108:0711,0,0,6.91,2.97,0
20201108:0811,8.66,3.95,7.35,3.24,0
20201108:0911,20.35,9.99,8.05,3.86,0
20201108:1011,34.71,14.5,8.5,3.52,0
20201108:1111,16.16,17.1,9.1,4,0
20201108:1211,52.07,17.56,9.44,4,0
20201108:1311,51.99,15.83,9.48,3.52,0
20201108:1411,222.22,12.08,9.57,2.76,0
20201108:1511,4.19,6.62,9.73,2.48,0
20201108:1611,0,0,9.35,2.41,0
20201108:1711,0,0,8.92,2.21,0
20201108:1811,0,0,8.22,1.93,0
20201108:1911,0,0,8.65,1.86,0
20201108:2011,0,0,8.75,1.66,0
20201108:2111,0,0,8.77,1.38,0
20201108:2211,0,0,8.73,1.24,0
20201108:2311,0,0,8.67,1.17,0
20201109:0011,0,0,8.63,1.24,0
20201109:0111,0,0,8.55,1.38,0
20201109:0211,0,0,8.54,1.45,0
20201109:0311,0,0,8.62,1.59,0
20201109:0411,0,0,8.65,1.52,0
20201109:0511,0,0,8.64,1.52,0
20201109:0611,0,0,8.73,1.52,0
20201109:0711,0,0,8.52,1.31,0
20201109:0811,5.02,3.68,8.57,1.24,0
20201109:0911,11.37,9.71,8.86,1.03,0
20201109:1011,182.95,14.21,9.45,1.38,0
20201109:1111,74.13,16.81,10.25,1.72,0
20201109:1211,153.46,17.27,11.06,1.86,0
20201109:1311,98.21,15.55,11.71,1.79,0
20201109:1411,41.43,11.81,11.66,1.59,0
20201109:1511,86.97,6.37,11.45,1.52,0
20201109:1611,0,0,10.97,1.79,0
20201109:1711,0,0,9.83,2.07,0
20201109:1811,0,0,8.94,2.07,0
20201109:1911,0,0,9.09,2,0
20201109:2011,0,0,8.76,2,0
20201109:2111,0,0,8.17,2,0
20201109:2211,0,0,7.71,1.93,0
20201109:2311,0,0,7.21,1.93,0
20201110:0011,0,0,6.7,1.93,0
20201110:0111,0,0,6.33,1.79,0
20201110:0211,0,0,6.32,1.79,0
20201110:0311,0,0,6.91,1.66,0
20201110:0411,0,0,7.56,1.66,0
20201110:0511,0,0,8.2,1.66,0
20201110:0611,0,0,8.61,1.66,0
20201110:0711,0,0,9.13,1.79,0
20201110:0811,5.93,3.41,9.3,2.14,0
20201110:0911,11.37,9.44,9.73,2.48,0
20201110:1011,184.29,13.93,10.14,3.79,0
20201110:1111,113.65,16.52,10.43,3.72,0
20201110:1211,259.89,16.99,10.82,3.45,0
20201110:1311,642.03,15.28,11.01,2.9,0
20201110:1411,82.4,11.55,11,3.1,0
20201110:1511,63.13,6.13,10.94,3.31,0
20201110:1611,0,0,10.6,3.38,0
20201110:1711,0,0,10.28,3.45,0
20201110:1811,0,0,9.87,3.59,0
20201110:1911,0,0,9.8,4.14,0
20201110:2011,0,0,9.66,4.41,0
20201110:2111,0,0,9.45,4.55,0
20201110:2211,0,0,9.32,4.83,0
20201110:2311,0,0,9.05,4.83,0
20201111:0011,0,0,8.75,4.69,0
20201111:0111,0,0,8.71,4.9,0
20201111:0211,0,0,8.43,4.97,0
20201111:0311,0,0,8.27,5.03,0
20201111:0411,0,0,8.23,5.17,0
20201111:0511,0,0,8.18,5.24,0
20201111:0611,0,0,8.23,5.24,0
20201111:0711,0,0,8.4,5.86,0
20201111:0811,1.82,3.15,8.61,5.93,0
20201111:0911,34.66,9.17,8.92,6.07,0
20201111:1011,48.32,13.65,9.43,6.14,0
20201111:1111,33.52,16.24,9.73,6.21,0
20201111:1211,38.3,16.71,10.02,6.41,0
20201111:1311,43.69,15.01,10.4,6.76,0
20201111:1411,15.56,11.3,10.61,6.55,0
20201111:1511,7.78,5.89,10.91,6.41,0
20201111:1611,0,0,10.98,6.28,0
20201111:1711,0,0,10.96,6.21,0
20201111:1811,0,0,10.88,6.34,0
20201111:1911,0,0,10.33,6.62,0
20201111:2011,0,0,10.15,6.62,0
20201111:2111,0,0,9.96,6.55,0
20201111:2211,0,0,9.87,6.41,0
20201111:2311,0,0,9.84,6.41,0
20201112:0011,0,0,9.98,6.62,0
20201112:0111,0,0,9.99,6.41,0
20201112:0211,0,0,10.06,5.31,0
20201112:0311,0,0,10.03,4,0
20201112:0411,0,0,9.61,3.52,0
20201112:0511,0,0,9.3,3.72,0
20201112:0611,0,0,9.06,5.1,0
20201112:0711,0,0,8.73,7.31,0
20201112:0811,1.37,2.89,8.12,7.45,0
20201112:0911,499,8.9,7.95,6.69,0
20201112:1011,531.24,13.37,8.31,5.59,0
20201112:1111,622.35,15.97,8.76,5.66,0
20201112:1211,514.72,16.44,9.05,5.59,0
20201112:1311,157.38,14.75,9.07,5.66,0
20201112:1411,119.65,11.05,9.01,5.03,0
20201112:1511,8.98,5.66,8.75,4.76,0
20201112:1611,0,0,8.33,4.62,0
20201112:1711,0,0,8.08,4.83,0
20201112:1811,0,0,8.03,5.17,0
20201112:1911,0,0,9.04,5.79,0
20201112:2011,0,0,8.99,5.93,0
20201112:2111,0,0,9.21,6.34,0
20201112:2211,0,0,9.4,6.69,0
20201112:2311,0,0,9.71,6.9,0
20201113:0011,0,0,9.93,7.24,0
20201113:0111,0,0,9.76,7.24,0
20201113:0211,0,0,9.63,7.31,0
20201113:0311,0,0,9.31,7.17,0
20201113:0411,0,0,9.25,7.1,0
20201113:0511,0,0,9.36,6.55,0
20201113:0611,0,0,8.82,5.86,0
20201113:0711,0,0,7.3,6.14,0
20201113:0811,1.82,2.63,6.22,5.66,0
20201113:0911,412.65,8.63,6.07,5.93,0
20201113:1011,587.11,13.1,6.35,6.41,0
20201113:1111,747.44,15.69,6.97,6.21,0
20201113:1211,703.56,16.17,7.44,6.55,0
20201113:1311,699.92,14.49,7.67,6.21,0
20201113:1411,102.15,10.81,7.53,6.34,0
20201113:1511,121.89,5.43,7.18,6.21,0
20201113:1611,0,0,6.62,5.79,0
20201113:1711,0,0,6.2,5.72,0
20201113:1811,0,0,5.99,5.59,0
20201113:1911,0,0,5.77,5.38,0
20201113:2011,0,0,5.77,5.31,0
20201113:2111,0,0,5.77,4.9,0
20201113:2211,0,0,5.86,4.62,0
20201113:2311,0,0,5.96,4.76,0
20201114:0011,0,0,6.04,4.83,0
20201114:0111,0,0,6.26,5.03,0
20201114:0211,0,0,6.44,5.17,0
20201114:0311,0,0,6.71,5.24,0
20201114:0411,0,0,6.93,5.17,0
20201114:0511,0,0,7.19,5.17,0
20201114:0611,0,0,7.15,5.24,0
20201114:0711,0,0,7.42,5.17,0
20201114:0811,0,0,7.44,5.17,0
20201114:0911,56.59,8.37,7.41,5.17,0
20201114:1011,19.15,12.84,7.42,5.03,0
20201114:1111,70.5,15.43,7.67,4.9,0
20201114:1211,45.49,15.91,7.9,4.48,0
20201114:1311,51.95,14.24,7.9,4.69,0
20201114:1411,7.78,10.57,8.19,5.1,0
20201114:1511,5.98,5.21,8.3,4.76,0
20201114:1611,0,0,8.78,5.45,0
20201114:1711,0,0,9.96,5.93,0
20201114:1811,0,0,10.47,5.93,0
20201114:1911,0,0,10.55,6.41,0
20201114:2011,0,0,11.09,7.38,0
20201114:2111,0,0,10.08,8.28,0
20201114:2211,0,0,9.44,8.76,0
20201114:2311,0,0,9.38,9.38,0
20201115:0011,0,0,9.01,9.17,0
20201115:0111,0,0,8.67,8.34,0
20201115:0211,0,0,8.36,7.24,0
20201115:0311,0,0,8.23,6.07,0
20201115:0411,0,0,8.59,5.45,0
20201115:0511,0,0,8.96,5.52,0
20201115:0611,0,0,9.06,5.59,0
20201115:0711,0,0,9.11,5.17,0
20201115:0811,0,0,8.94,5.45,0
20201115:0911,9.58,8.12,8.71,4.83,0
20201115:1011,9.58,12.57,8.91,4.83,0
20201115:1111,244.81,15.16,9.27,4.62,0
20201115:1211,34.71,15.65,9.45,4.83,0
20201115:1311,17.95,13.99,8.41,5.45,0
20201115:1411,334.32,10.34,7.49,5.45,0
20201115:1511,116.54,4.99,6.83,5.17,0
20201115:1611,0,0,6.34,4.62,0
20201115:1711,0,0,5.76,4.28,0
20201115:1811,0,0,5.59,3.79,0
20201115:1911,0,0,5.9,4.14,0
20201115:2011,0,0,6.5,4.76,0
20201115:2111,0,0,7.19,5.66,0
20201115:2211,0,0,7.51,6,0
20201115:2311,0,0,7.39,6,0
20201116:0011,0,0,7.32,6.07,0
20201116:0111,0,0,7.79,6.34,0
20201116:0211,0,0,8.14,6.69,0
20201116:0311,0,0,8.48,7.17,0
20201116:0411,0,0,8.53,7.79,0
20201116:0511,0,0,8.34,7.45,0
20201116:0611,0,0,8.2,7.17,0
20201116:0711,0,0,8.14,7.31,0
20201116:0811,0,0,7.68,7.86,0
20201116:0911,381.18,7.86,7.31,7.79,0
20201116:1011,560.75,12.32,7.35,7.59,0
20201116:1111,395.8,14.91,7.61,7.31,0
20201116:1211,182.82,15.4,7.93,7.38,0
20201116:1311,781.35,13.75,8.01,6.62,0
20201116:1411,156.21,10.11,7.97,6.34,0
20201116:1511,24.2,4.78,7.75,5.52,0
20201116:1611,0,0,7.36,5.1,0
20201116:1711,0,0,7.04,4.83,0
20201116:1811,0,0,7.38,4.69,0
20201116:1911,0,0,7.83,5.24,0
20201116:2011,0,0,8.67,5.52,0
20201116:2111,0,0,9.48,5.86,0
20201116:2211,0,0,10.18,5.72,0
20201116:2311,0,0,10.38,5.66,0
20201117:0011,0,0,10.87,5.79,0
20201117:0111,0,0,11.68,6.07,0
20201117:0211,0,0,12.26,6.69,0
20201117:0311,0,0,12.35,7.03,0
20201117:0411,0,0,12.2,7.52,0
20201117:0511,0,0,12.13,8.07,0
20201117:0611,0,0,12.09,8.55,0
20201117:0711,0,0,12.47,8.9,0
20201117:0811,0,0,12.29,8.76,0
20201117:0911,8.38,7.61,12.28,8.62,0
20201117:1011,79.35,12.06,12.54,8.97,0
20201117:1111,38.3,14.65,12.9,8.97,0
20201117:1211,216.19,15.15,13.05,8.9,0
20201117:1311,367.81,13.52,13.11,8.9,0
20201117:1411,439.72,9.89,13.07,8.34,0
20201117:1511,90.57,4.58,12.99,8,0
20201117:1611,0,0,12.75,7.66,0
20201117:1711,0,0,12.71,7.24,0
20201117:1811,0,0,12.56,6.83,0
20201117:1911,0,0,13.01,7.52,0
20201117:2011,0,0,13.05,7.59,0
20201117:2111,0,0,12.98,7.86,0
20201117:2211,0,0,12.77,7.93,0
20201117:2311,0,0,12.5,7.59,0
20201118:0011,0,0,12.07,7.66,0
20201118:0111,0,0,11.28,7.79,0
20201118:0211,0,0,11.22,8,0
20201118:0311,0,0,11.33,8.07,0
20201118:0411,0,0,11.43,8.48,0
20201118:0511,0,0,11.36,8.62,0
20201118:0611,0,0,11.2,8.62,0
20201118:0711,0,0,11.03,8.97,0
20201118:0811,0,0,11.21,9.03,0
20201118:0911,4.79,7.37,11.6,9.59,0
20201118:1011,194,11.82,12.07,9.66,0
20201118:1111,42.49,14.41,12.46,9.45,0
20201118:1211,14.36,14.91,12.46,8.34,0
20201118:1311,27.53,13.29,11.28,6.55,0
20201118:1411,110.07,9.68,9.84,6.21,0
20201118:1511,8.38,4.39,8.7,7.17,0
20201118:1611,0,0,7.32,7.66,0
20201118:1711,0,0,6.37,7.38,0
20201118:1811,0,0,6.08,7.72,0
20201118:1911,0,0,6.39,8.41,0
20201118:2011,0,0,6.63,8.9,0
20201118:2111,0,0,6.71,8.62,0
20201118:2211,0,0,6.78,7.59,0
20201118:2311,0,0,6.71,6.69,0
20201119:0011,0,0,6.69,6.14,0
20201119:0111,0,0,6.01,6.69,0
20201119:0211,0,0,5.31,7.66,0
20201119:0311,0,0,4.59,7.86,0
20201119:0411,0,0,4.15,7.24,0
20201119:0511,0,0,3.79,6.69,0
20201119:0611,0,0,3.46,6.41,0
20201119:0711,0,0,3.02,6.28,0
20201119:0811,0,0,2.61,5.59,0
20201119:0911,342.25,7.13,2.51,5.24,0
20201119:1011,579.34,11.57,2.71,5.1,0
20201119:1111,715.94,14.17,3.05,6.07,0
20201119:1211,355,14.68,3.26,5.93,0
20201119:1311,198.03,13.07,3.39,5.86,0
20201119:1411,447.18,9.47,3.38,5.52,0
20201119:1511,195.1,4.19,3.25,4.34,0
20201119:1611,0,0,2.7,3.59,0
20201119:1711,0,0,2.13,4.28,0
20201119:1811,0,0,1.99,4.69,0
20201119:1911,0,0,2.03,4.14,0
20201119:2011,0,0,1.8,3.79,0
20201119:2111,0,0,1.42,3.24,0
20201119:2211,0,0,1.1,3.17,0
20201119:2311,0,0,0.85,3.17,0
20201120:0011,0,0,0.69,3.1,0
20201120:0111,0,0,1.03,3.03,0
20201120:0211,0,0,1.02,3.1,0
20201120:0311,0,0,1.36,3.24,0
20201120:0411,0,0,1.99,3.1,0
20201120:0511,0,0,2.66,3.17,0
20201120:0611,0,0,3.49,3.79,0
20201120:0711,0,0,4.34,4.34,0
20201120:0811,0,0,5.09,4.76,0
20201120:0911,16.76,6.89,5.83,4.97,0
20201120:1011,16.76,11.33,6.56,5.31,0
20201120:1111,31.72,13.93,7.34,5.52,0
20201120:1211,41.3,14.45,7.86,5.38,0
20201120:1311,82.45,12.85,8.15,5.52,0
20201120:1411,51.84,9.27,8.67,5.93,0
20201120:1511,7.78,4.01,9.28,6.28,0
20201120:1611,0,0,9.7,6,0
20201120:1711,0,0,10,6.07,0
20201120:1811,0,0,10.18,6.34,0
20201120:1911,0,0,10.42,7.38,0
20201120:2011,0,0,10.37,7.66,0
20201120:2111,0,0,10.38,7.93,0
20201120:2211,0,0,10.34,7.79,0
20201120:2311,0,0,10.31,7.59,0
20201121:0011,0,0,10.23,7.52,0
20201121:0111,0,0,10.07,7.59,0
20201121:0211,0,0,10.03,7.59,0
20201121:0311,0,0,10.05,7.59,0
20201121:0411,0,0,10.07,7.38,0
20201121:0511,0,0,9.89,6.83,0
20201121:0611,0,0,8.99,6.55,0
20201121:0711,0,0,8.76,6.48,0
20201121:0811,0,0,8.2,6.55,0
20201121:0911,9.58,6.66,7.91,6.28,0
20201121:1011,516.3,11.1,7.87,6.41,0
20201121:1111,657.65,13.7,8.13,6.76,0
20201121:1211,670.12,14.23,8.29,6.76,0
20201121:1311,616.7,12.64,8.13,7.24,0
20201121:1411,114.41,9.08,7.9,7.45,0
20201121:1511,5.98,3.83,7.24,7.03,0
20201121:1611,0,0,6.58,6.76,0
20201121:1711,0,0,6.19,6.69,0
20201121:1811,0,0,5.85,6.69,0
20201121:1911,0,0,5.91,6.83,0
20201121:2011,0,0,5.76,6.9,0
20201121:2111,0,0,5.53,7.24,0
20201121:2211,0,0,5.25,7.45,0
20201121:2311,0,0,4.97,7.59,0
20201122:0011,0,0,4.86,7.79,0
20201122:0111,0,0,4.71,7.79,0
20201122:0211,0,0,4.61,7.66,0
20201122:0311,0,0,4.57,7.52,0
20201122:0411,0,0,4.6,7.24,0
20201122:0511,0,0,4.57,6.9,0
20201122:0611,0,0,4.53,6.62,0
20201122:0711,0,0,4.67,6.14,0
20201122:0811,0,0,4.57,5.72,0
20201122:0911,280.26,6.43,4.55,5.45,0
20201122:1011,555.4,10.87,4.94,5.52,0
20201122:1111,638.09,13.47,5.36,5.38,0
20201122:1211,660.78,14.01,5.75,6.21,0
20201122:1311,566.59,12.44,5.96,6.28,0
20201122:1411,108.53,8.89,5.89,5.72,0
20201122:1511,62.84,3.66,5.47,5.72,0
20201122:1611,0,0,4.94,5.52,0
20201122:1711,0,0,4.48,5.52,0
20201122:1811,0,0,4.25,5.59,0
20201122:1911,0,0,4.13,5.72,0
20201122:2011,0,0,4.13,5.72,0
20201122:2111,0,0,4.22,5.66,0
20201122:2211,0,0,4.31,5.45,0
20201122:2311,0,0,4.25,5.17,0
20201123:0011,0,0,4.14,5.1,0
20201123:0111,0,0,4.28,5.1,0
20201123:0211,0,0,4.28,5.1,0
20201123:0311,0,0,4.31,4.97,0
20201123:0411,0,0,4.23,4.97,0
20201123:0511,0,0,4.22,5.03,0
20201123:0611,0,0,4.29,5.1,0
20201123:0711,0,0,4.74,5.52,0
20201123:0811,0,0,4.84,5.52,0
20201123:0911,10.77,6.21,5.03,5.93,0
20201123:1011,114.02,10.65,5.54,6.14,0
20201123:1111,694.02,13.25,6.33,6.83,0
20201123:1211,364.3,13.8,6.78,7.1,0
20201123:1311,115.26,12.24,7.25,7.17,0
20201123:1411,144.82,8.71,7.55,6.9,0
20201123:1511,1.8,3.5,7.84,6.9,0
20201123:1611,0,0,8.32,6.76,0
20201123:1711,0,0,8.81,6.48,0
20201123:1811,0,0,9.1,6.69,0
20201123:1911,0,0,9.64,7.31,0
20201123:2011,0,0,9.89,8.07,0
20201123:2111,0,0,10.3,9.1,0
20201123:2211,0,0,10.52,9.1,0
20201123:2311,0,0,10.5,8.69,0
20201124:0011,0,0,10.34,8.07,0
20201124:0111,0,0,10.26,7.66,0
20201124:0211,0,0,10.09,7.24,0
20201124:0311,0,0,10.05,6.9,0
20201124:0411,0,0,9.96,6.83,0
20201124:0511,0,0,9.95,6.83,0
20201124:0611,0,0,9.91,6.83,0
20201124:0711,0,0,9.91,6.48,0
20201124:0811,0,0,9.84,6.83,0
20201124:0911,57.39,5.99,9.73,6.9,0
20201124:1011,37.13,10.43,9.73,7.45,0
20201124:1111,26.93,13.04,9.84,7.72,0
20201124:1211,116.14,13.6,9.98,8.21,0
20201124:1311,45.66,12.05,9.92,8.62,0
20201124:1411,9.58,8.54,9.72,8.76,0
20201124:1511,52.28,3.34,9.36,8.41,0
20201124:1611,0,0,8.95,7.93,0
20201124:1711,0,0,8.88,7.52,0
20201124:1811,0,0,8.96,6.9,0
20201124:1911,0,0,9.69,7.17,0
20201124:2011,0,0,10.05,6.28,0
20201124:2111,0,0,9.69,4.97,0
20201124:2211,0,0,8.57,4.21,0
20201124:2311,0,0,7.08,4.14,0
20201125:0011,0,0,5.97,3.66,0
20201125:0111,0,0,5.49,3.45,0
20201125:0211,0,0,5.46,3.38,0
20201125:0311,0,0,5.45,3.31,0
20201125:0411,0,0,5.22,3.45,0
20201125:0511,0,0,5.01,3.66,0
20201125:0611,0,0,4.86,3.66,0
20201125:0711,0,0,5.01,3.66,0
20201125:0811,0,0,4.86,3.59,0
20201125:0911,120.43,5.78,4.78,3.66,0
20201125:1011,656.97,10.22,5.08,3.72,0
20201125:1111,644.46,12.83,5.76,3.52,0
20201125:1211,691.07,13.4,6.36,3.79,0
20201125:1311,647.27,11.87,6.83,4.28,0
20201125:1411,457.66,8.37,6.91,3.79,0
20201125:1511,83.39,3.19,6.56,3.59,0
20201125:1611,0,0,5.88,3.52,0
20201125:1711,0,0,5.35,3.66,0
20201125:1811,0,0,4.96,3.72,0
20201125:1911,0,0,4.55,3.31,0
20201125:2011,0,0,4.26,3.17,0
20201125:2111,0,0,4.06,3.1,0
20201125:2211,0,0,3.98,3.03,0
20201125:2311,0,0,3.91,3.03,0
20201126:0011,0,0,3.94,2.83,0
20201126:0111,0,0,3.76,2.55,0
20201126:0211,0,0,3.22,2.48,0
20201126:0311,0,0,2.8,2.34,0
20201126:0411,0,0,2.04,2.21,0
20201126:0511,0,0,1.63,2.21,0
20201126:0611,0,0,1.3,2.28,0
20201126:0711,0,0,1.81,2.28,0
20201126:0811,0,0,1.59,2.21,0
20201126:0911,5.39,5.57,1.53,2.21,0
20201126:1011,164.88,10.01,2.36,2.14,0
20201126:1111,63.39,12.63,3.27,2.14,0
20201126:1211,386,13.21,4.02,2.41,0
20201126:1311,268.63,11.69,4.38,2.76,0
20201126:1411,22.14,8.21,4.32,2.97,0
20201126:1511,7.18,3.04,3.98,2.9,0
20201126:1611,0,0,3.5,2.97,0
20201126:1711,0,0,2.97,2.76,0
20201126:1811,0,0,2.71,2.76,0
20201126:1911,0,0,2.86,2.76,0
20201126:2011,0,0,2.72,2.9,0
20201126:2111,0,0,2.67,2.97,0
20201126:2211,0,0,2.67,2.97,0
20201126:2311,0,0,2.9,3.1,0
20201127:0011,0,0,3.2,3.03,0
20201127:0111,0,0,3.19,2.83,0
20201127:0211,0,0,3.28,2.76,0
20201127:0311,0,0,3.3,2.83,0
20201127:0411,0,0,3.05,2.76,0
20201127:0511,0,0,3.03,2.62,0
20201127:0611,0,0,2.71,2.55,0
20201127:0711,0,0,2.48,2.55,0
20201127:0811,0,0,2.41,2.55,0
20201127:0911,71.65,5.37,2.76,2.48,0
20201127:1011,108.64,9.81,3.36,2.41,0
20201127:1111,124.77,12.44,4.2,2.21,0
